Vertical,3rd Party Data Brand,3rd Party Data ID,Clicks,Impressions,Hypothetical Advertiser Cost (Adv Currency),01 - Total Click + View Conversions
Agriculture,Data Alliance,846.0,5,7951,15.020223784567944,0
Agriculture,Data Alliance,6301.0,67,58412,112.54883848653861,5
Agriculture,Data Alliance,2539882.0,10,12177,24.887305663941213,1
Agriculture,Data Alliance,7403018.0,92,96678,230.22331839161737,2
Agriculture,Data Alliance,7568953.0,15,10231,19.664985582571543,0
Agriculture,Data Alliance,7762161.0,121,81542,148.68333676766116,2
Agriculture,Data Alliance,7867848.0,50,50790,99.96845393703042,1
Agriculture,Data Alliance,7868581.0,3,2639,5.044985159118599,0
Agriculture,Data Alliance,8022686.0,2,7822,14.636704127255738,0
Agriculture,Data Alliance,8228466.0,34,39949,81.31851618779618,4
Agriculture,Data Alliance,8439596.0,43,50592,97.20198348841929,5
Agriculture,Data Alliance,8439639.0,9,19473,38.26400915132253,0
Agriculture,Data Alliance,8439786.0,53,66344,130.32759957775096,6
Agriculture,Data Alliance,8750599.0,39,37126,75.99821804173449,5
Agriculture,Data Alliance,8909884.0,12,32598,63.274725077759236,1
Agriculture,Data Alliance,8910125.0,6,9851,19.345168832520798,1
Agriculture,Data Alliance,9567727.0,56,59933,116.18362930629003,3
Agriculture,Data Alliance,9635482.0,0,186,0.362903751545516,0
Agriculture,Data Alliance,10311213.0,188,124009,228.36571268130655,6
Agriculture,Data Alliance,10582318.0,11,32944,71.94763966467562,7
Agriculture,Data Alliance,10965869.0,97,83771,151.38129926068888,7
Agriculture,Data Alliance,10965875.0,27,30647,56.404429421666315,4
Agriculture,Data Alliance,11814764.0,92,96626,187.13036130324883,4
Agriculture,Data Alliance,12165178.0,23,23586,48.63936549484632,1
Agriculture,Data Alliance,12858451.0,0,499,1.021300418874225,0
Agriculture,Data Alliance,13138568.0,3,5450,12.340831511586938,0
Agriculture,Data Alliance,14290367.0,14,31917,56.534359216292316,10
Agriculture,Data Alliance,14290368.0,4,16256,29.289278575213654,22
Agriculture,Data Alliance,14311033.0,2,2108,3.973009604822865,2
Agriculture,Data Alliance,14311034.0,1,2809,5.263646364627926,1
Agriculture,Data Alliance,14311035.0,3,4357,8.054481345159322,1
Agriculture,Data Alliance,14311036.0,2,6197,11.44430584236953,1
Agriculture,Data Alliance,14311037.0,5,9189,17.129698444859656,4
Agriculture,Data Alliance,14311038.0,3,8546,15.824531411705888,2
Agriculture,Data Alliance,14311039.0,10,8680,15.690582520692212,3
Agriculture,Data Alliance,14311040.0,4,6845,12.98130124740844,1
Agriculture,Data Alliance,14311041.0,3,5191,9.49879537435841,0
Agriculture,Data Alliance,14311042.0,3,4062,7.621655109722652,0
Agriculture,Data Alliance,14311103.0,0,2107,3.777400055217006,0
Agriculture,Data Alliance,14311104.0,0,2923,5.206030391183412,0
Agriculture,Data Alliance,14311105.0,0,4063,7.3551933875885105,2
Agriculture,Data Alliance,14311106.0,5,5268,9.54676606319037,0
Agriculture,Data Alliance,14311107.0,2,7057,13.00974515510393,0
Agriculture,Data Alliance,14311108.0,2,7940,14.478416942523502,1
Agriculture,Data Alliance,14311109.0,7,9378,17.105742373856234,6
Agriculture,Data Alliance,14311110.0,0,5834,11.177378935509893,0
Agriculture,Data Alliance,14311111.0,3,4461,8.13348906408218,3
Agriculture,Data Alliance,14311112.0,3,3506,6.759354423142577,0
Agriculture,Data Alliance,14311185.0,0,2746,5.131095010783934,0
Agriculture,Data Alliance,14311186.0,1,3312,6.204559494533194,3
Agriculture,Data Alliance,14311187.0,6,4937,9.355441355866642,1
Agriculture,Data Alliance,14311188.0,7,7081,13.397292989989985,11
Agriculture,Data Alliance,14311189.0,3,9916,18.722063535593534,9
Agriculture,Data Alliance,14311190.0,8,9916,18.51176882275349,2
Agriculture,Data Alliance,14311191.0,6,8337,15.116837892088101,2
Agriculture,Data Alliance,14311192.0,2,7083,13.573494370713947,1
Agriculture,Data Alliance,14311193.0,4,5220,9.669411666145926,0
Agriculture,Data Alliance,14311194.0,2,4196,7.877876423592081,0
Agriculture,Data Alliance,14684078.0,1,2014,4.176331430750296,0
Agriculture,Data Alliance,14684079.0,0,3001,6.116240324406414,0
Agriculture,Data Alliance,14684080.0,0,3993,8.172551497601198,0
Agriculture,Data Alliance,14684081.0,1,4422,9.057581658007983,0
Agriculture,Data Alliance,14684082.0,1,4562,9.238095143138233,0
Agriculture,Data Alliance,14684083.0,2,3932,7.934100286358464,0
Agriculture,Data Alliance,14684084.0,1,4397,8.882937640870564,0
Agriculture,Data Alliance,14684085.0,1,3884,7.893630206857345,0
Agriculture,Data Alliance,14684086.0,0,2702,5.5926402124396954,0
Agriculture,Data Alliance,14684087.0,0,1911,3.9355533999010928,0
Agriculture,Dstillery,7988702.0,0,52,0.119584104754812,0
Agriculture,Dstillery,9981119.0,0,4935,11.401898343776063,0
Agriculture,Dstillery,13238482.0,3,6718,15.180507882082345,0
Agriculture,Experian,10965869.0,36,38503,86.70189871352947,0
Agriculture,Experian,10965875.0,13,14901,30.8745282211477,2
Agriculture,Moat Viewability Reporting,-91.0,982,1049413,2172.9147030770205,284
Agriculture,OneData,9178367.0,0,0,0.0,0
Agriculture,Quality Alliance,-102.0,794,779954,1555.9244936286605,46
"Arts, Entertainment, and Recreation",123push,10706112.0,0,27,0.054733451696278,0
"Arts, Entertainment, and Recreation",123push,10706114.0,0,603,0.763673188650083,0
"Arts, Entertainment, and Recreation",123push,10741516.0,8,12273,15.992876424625571,0
"Arts, Entertainment, and Recreation",123push,10847279.0,0,19,0.035630462975415,0
"Arts, Entertainment, and Recreation",123push,11110002.0,277,185217,260.60348757730634,12
"Arts, Entertainment, and Recreation",123push,12102772.0,0,11,0.014397094173451998,0
"Arts, Entertainment, and Recreation",123push,12209931.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",123push,12210492.0,562,356450,512.3187691793113,38
"Arts, Entertainment, and Recreation",123push,12210893.0,0,42,0.07843009256554401,0
"Arts, Entertainment, and Recreation",123push,12211524.0,0,3,0.0035352592832340003,0
"Arts, Entertainment, and Recreation",123push,12211947.0,25,18153,36.508879496463244,0
"Arts, Entertainment, and Recreation",123push,12212010.0,0,804,1.073425579420595,0
"Arts, Entertainment, and Recreation",123push,12212342.0,0,1,0.001693853996988,0
"Arts, Entertainment, and Recreation",123push,12212753.0,618,840000,2707.278646185457,20
"Arts, Entertainment, and Recreation",123push,12213724.0,0,43,0.094141320682715,0
"Arts, Entertainment, and Recreation",123push,12213743.0,0,42,0.095899796423036,0
"Arts, Entertainment, and Recreation",123push,12213758.0,0,8,0.012903299674363,0
"Arts, Entertainment, and Recreation",123push,12213782.0,1,675,1.0987025477929049,0
"Arts, Entertainment, and Recreation",123push,12213804.0,0,6,0.008056687000591,0
"Arts, Entertainment, and Recreation",123push,12213907.0,292,357738,464.7747452431317,58
"Arts, Entertainment, and Recreation",123push,12214882.0,0,2,0.004110799491616,0
"Arts, Entertainment, and Recreation",123push,12214894.0,0,751,0.95471488821526,0
"Arts, Entertainment, and Recreation",123push,12215755.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",123push,12215762.0,0,19,0.040104404312655,0
"Arts, Entertainment, and Recreation",123push,12215806.0,0,94,0.155669438416462,0
"Arts, Entertainment, and Recreation",123push,12215842.0,0,37,0.075638483725813,0
"Arts, Entertainment, and Recreation",123push,12215899.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",123push,12215900.0,0,383,0.686226312267779,0
"Arts, Entertainment, and Recreation",123push,12216208.0,1,139,0.305603082021914,0
"Arts, Entertainment, and Recreation",123push,12216229.0,1,199,0.34340062766171003,0
"Arts, Entertainment, and Recreation",123push,12216234.0,0,30,0.058179423205856,0
"Arts, Entertainment, and Recreation",123push,12216692.0,0,2,0.004036228214976,0
"Arts, Entertainment, and Recreation",123push,12216726.0,0,56,0.094638117604459,0
"Arts, Entertainment, and Recreation",123push,12216744.0,0,20,0.059801354850101004,0
"Arts, Entertainment, and Recreation",123push,12220841.0,0,2,0.002562557954481,0
"Arts, Entertainment, and Recreation",123push,12228478.0,0,27,0.039737200707531,0
"Arts, Entertainment, and Recreation",123push,12228838.0,0,1,0.00226366651504,0
"Arts, Entertainment, and Recreation",123push,12228878.0,0,12,0.027220968889651,0
"Arts, Entertainment, and Recreation",123push,12229325.0,0,49,0.093699505814971,0
"Arts, Entertainment, and Recreation",123push,12229362.0,0,1,0.002928749766588,0
"Arts, Entertainment, and Recreation",123push,12229630.0,2,136,0.209316654486558,0
"Arts, Entertainment, and Recreation",123push,12229636.0,0,82,0.115539241106377,0
"Arts, Entertainment, and Recreation",123push,12229809.0,0,109,0.366151264533647,0
"Arts, Entertainment, and Recreation",123push,12236075.0,174,595224,2939.5574134753847,12
"Arts, Entertainment, and Recreation",123push,12236078.0,5,2616,3.403555822376299,12
"Arts, Entertainment, and Recreation",123push,12236537.0,112,79783,151.04848610652135,31
"Arts, Entertainment, and Recreation",123push,12236984.0,0,18,0.032037292635459,0
"Arts, Entertainment, and Recreation",123push,12237006.0,0,5,0.008779789521721,0
"Arts, Entertainment, and Recreation",123push,12237038.0,0,4,0.005652630474259,0
"Arts, Entertainment, and Recreation",123push,12237383.0,0,4,0.008055882506256,0
"Arts, Entertainment, and Recreation",123push,12267173.0,24,11618,15.630801048107516,60
"Arts, Entertainment, and Recreation",123push,12267177.0,49,20914,28.060462454135003,97
"Arts, Entertainment, and Recreation",123push,12395312.0,0,4,0.008305158246421,0
"Arts, Entertainment, and Recreation",123push,12395580.0,0,4,0.008713225562835,0
"Arts, Entertainment, and Recreation",123push,12395608.0,0,13,0.021943823076633,0
"Arts, Entertainment, and Recreation",123push,12395669.0,0,6,0.014956138824396,0
"Arts, Entertainment, and Recreation",123push,12396071.0,0,43,0.093393969750882,0
"Arts, Entertainment, and Recreation",123push,12401033.0,0,42,0.07034534242977,0
"Arts, Entertainment, and Recreation",123push,12401041.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",123push,12401054.0,0,2,0.003113796144752,0
"Arts, Entertainment, and Recreation",123push,12401112.0,0,8,0.013399958897327,0
"Arts, Entertainment, and Recreation",123push,12401261.0,1,63,0.134973666918402,0
"Arts, Entertainment, and Recreation",123push,12401879.0,0,21,0.031843894567567,0
"Arts, Entertainment, and Recreation",123push,12401900.0,0,37,0.065256829431186,0
"Arts, Entertainment, and Recreation",123push,12768259.0,7,5312,9.388047767862883,0
"Arts, Entertainment, and Recreation",123push,12884769.0,0,9,0.028047243984026,0
"Arts, Entertainment, and Recreation",123push,12884777.0,0,1,0.003275662650602,0
"Arts, Entertainment, and Recreation",123push,12884796.0,0,3,0.006870807868923,0
"Arts, Entertainment, and Recreation",123push,12884804.0,1,1561,3.033204301406487,0
"Arts, Entertainment, and Recreation",123push,12884824.0,2,1371,2.707134144072079,0
"Arts, Entertainment, and Recreation",123push,12884830.0,0,15,0.027680869131815,0
"Arts, Entertainment, and Recreation",123push,12884907.0,0,6,0.010887535889443,0
"Arts, Entertainment, and Recreation",123push,12884941.0,0,11,0.022880476166831,0
"Arts, Entertainment, and Recreation",123push,12884976.0,0,19,0.03769523119447,0
"Arts, Entertainment, and Recreation",123push,12884996.0,0,1,0.001927757726994,0
"Arts, Entertainment, and Recreation",123push,12885018.0,0,324,0.654157137232807,0
"Arts, Entertainment, and Recreation",123push,12885047.0,1,879,1.6821712976791021,1
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11424047.0,362,332093,437.9460797633318,10
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427374.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427426.0,4,3547,6.427273563909903,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427430.0,15,18952,34.788406503387286,12
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427441.0,0,96,0.125701711110422,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427492.0,0,11,0.02104214171908,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427536.0,0,205,0.367005432216676,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427570.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427580.0,0,51,0.069567423383799,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427618.0,13,9130,16.782805200818967,1
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427661.0,0,71,0.125079287150007,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427692.0,0,381,0.83883304217765,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427752.0,2,2181,3.851792155994285,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427783.0,1,1106,2.427551937017864,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427866.0,0,359,0.819275807508096,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427934.0,0,1349,1.761750500784773,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428019.0,0,18,0.024439416846411998,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428127.0,0,206,0.412622080582342,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428187.0,1,364,0.718842195604232,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428201.0,0,56,0.092765096756491,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428296.0,0,61,0.106666415545353,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428312.0,0,75,0.168223848565224,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428317.0,0,16,0.02690761248636,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428318.0,0,25,0.051020664808929,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428334.0,0,12,0.029860772828126,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428345.0,0,3,0.004566385707469,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11428353.0,0,45,0.104004913486525,0
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,13637870.0,0,23,0.071026237055314,0
"Arts, Entertainment, and Recreation",33Across,12009388.0,0,19,0.052653102919219,0
"Arts, Entertainment, and Recreation",33Across,12009668.0,0,6,0.01207961132105,0
"Arts, Entertainment, and Recreation",33Across,12009739.0,0,6,0.012198471970878,0
"Arts, Entertainment, and Recreation",33Across AudienceID,8958963.0,0,45,0.107951843441534,0
"Arts, Entertainment, and Recreation",33Across AudienceID,8959157.0,0,14,0.040323356570848,0
"Arts, Entertainment, and Recreation",33Across AudienceID,8959163.0,0,46,0.101683479600559,0
"Arts, Entertainment, and Recreation",33Across AudienceID,12691665.0,0,23,0.048357066143263,0
"Arts, Entertainment, and Recreation",4INFO,7960680.0,0,44,0.078261626798339,0
"Arts, Entertainment, and Recreation",4INFO,7960713.0,80,75291,144.63722493364983,13
"Arts, Entertainment, and Recreation",4INFO,7960744.0,20,18853,25.47009980777301,1
"Arts, Entertainment, and Recreation",4INFO,7960888.0,0,141,0.23862551870752102,0
"Arts, Entertainment, and Recreation",4INFO,7960942.0,1,879,1.487888059876463,1
"Arts, Entertainment, and Recreation",4INFO,7960980.0,0,77,0.152762787037202,0
"Arts, Entertainment, and Recreation",ALC,7633579.0,0,243,0.402954923685121,0
"Arts, Entertainment, and Recreation",ALC,7633720.0,15,11511,16.913294974985003,1
"Arts, Entertainment, and Recreation",ALC,7633731.0,0,103,0.142098699467191,0
"Arts, Entertainment, and Recreation",ALC,7633817.0,0,25,0.034042141821841,0
"Arts, Entertainment, and Recreation",ALC,12576924.0,0,10,0.014770130862217002,0
"Arts, Entertainment, and Recreation",ALC,12577191.0,0,114,0.27274559376088503,0
"Arts, Entertainment, and Recreation",ALC,12577202.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",ALC,12577329.0,0,45,0.087658361059121,0
"Arts, Entertainment, and Recreation",ALC,12577454.0,0,40,0.075485055371629,0
"Arts, Entertainment, and Recreation",ALC,12577478.0,0,42,0.050685732779078,0
"Arts, Entertainment, and Recreation",ALC,12577479.0,0,24,0.031351517579264,0
"Arts, Entertainment, and Recreation",ALC,12577513.0,0,37,0.06331987693331301,0
"Arts, Entertainment, and Recreation",ALC,12577538.0,0,8,0.012651004408550999,0
"Arts, Entertainment, and Recreation",ALC,12577608.0,0,10,0.018634995532199,0
"Arts, Entertainment, and Recreation",ALC,12577615.0,0,72,0.16446588220893799,0
"Arts, Entertainment, and Recreation",ALC,12577620.0,1,89,0.120425584217799,0
"Arts, Entertainment, and Recreation",ALC,12577652.0,0,33,0.068707408125549,0
"Arts, Entertainment, and Recreation",ALC,12577683.0,0,38,0.07051756243827001,0
"Arts, Entertainment, and Recreation",ALC,12577685.0,0,97,0.18706995483642,0
"Arts, Entertainment, and Recreation",ALC,12577686.0,0,55,0.076553700686359,0
"Arts, Entertainment, and Recreation",ALC,12577689.0,0,37,0.077941506521041,0
"Arts, Entertainment, and Recreation",ALC,12577742.0,0,27,0.054741994338305996,0
"Arts, Entertainment, and Recreation",ALC,12577871.0,0,3,0.008264455434789,0
"Arts, Entertainment, and Recreation",ALC,12578386.0,0,77,0.156724396217672,0
"Arts, Entertainment, and Recreation",ALC,12578423.0,0,28,0.051393195113566,0
"Arts, Entertainment, and Recreation",ASL Marketing,8189798.0,51,18643,27.27291894964067,40
"Arts, Entertainment, and Recreation",ASL Marketing,13135065.0,0,15,0.038779937918124,0
"Arts, Entertainment, and Recreation",ASL Marketing,13135077.0,1,105,0.199135865617662,0
"Arts, Entertainment, and Recreation",Acxiom,9567370.0,588,722216,1058.9764354480974,109
"Arts, Entertainment, and Recreation",Acxiom,9567399.0,0,661,1.931006382253692,0
"Arts, Entertainment, and Recreation",Acxiom,9567473.0,94,103173,221.92350945855503,54
"Arts, Entertainment, and Recreation",Acxiom,9567646.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",Acxiom,9567813.0,45,41586,81.58314603730662,15
"Arts, Entertainment, and Recreation",Acxiom,10999358.0,0,7,0.013905909174136,0
"Arts, Entertainment, and Recreation",Acxiom,10999526.0,0,11,0.021466264500414,0
"Arts, Entertainment, and Recreation",Acxiom,10999532.0,0,43,0.061731225943488996,0
"Arts, Entertainment, and Recreation",Acxiom,11157990.0,88,108986,209.19495858199662,58
"Arts, Entertainment, and Recreation",Acxiom,11157993.0,41,43812,83.76499007486936,20
"Arts, Entertainment, and Recreation",Acxiom,11157994.0,48,54761,107.48015639546247,30
"Arts, Entertainment, and Recreation",Acxiom,11158190.0,49,43824,80.14563102576234,6
"Arts, Entertainment, and Recreation",Acxiom,11158192.0,1,1888,4.137111509544456,1
"Arts, Entertainment, and Recreation",Acxiom,11158194.0,1,1727,4.365949172736421,0
"Arts, Entertainment, and Recreation",Acxiom,11158195.0,2,3898,9.499522462874621,0
"Arts, Entertainment, and Recreation",Acxiom,11158196.0,0,136,0.407456165411818,0
"Arts, Entertainment, and Recreation",Acxiom,11158197.0,217,335779,455.7963960912108,50
"Arts, Entertainment, and Recreation",Acxiom,11158198.0,0,422,1.329737315290008,0
"Arts, Entertainment, and Recreation",Acxiom,11158199.0,19,11761,22.187174109912903,3
"Arts, Entertainment, and Recreation",Acxiom,11158200.0,416,552797,715.6852467362224,90
"Arts, Entertainment, and Recreation",Acxiom,11158201.0,174,238742,318.1797516054897,40
"Arts, Entertainment, and Recreation",Acxiom,12132156.0,42,50093,79.53996353692403,0
"Arts, Entertainment, and Recreation",Acxiom,12587678.0,11,4314,6.581113435711854,10
"Arts, Entertainment, and Recreation",Acxiom,12686483.0,1,615,1.154022865727398,0
"Arts, Entertainment, and Recreation",Acxiom,13567273.0,0,0,0.0,1
"Arts, Entertainment, and Recreation",Acxiom,13567628.0,585,501066,673.7060644249476,19
"Arts, Entertainment, and Recreation",Acxiom,13567715.0,2,2471,7.715132904581863,0
"Arts, Entertainment, and Recreation",Acxiom,13694084.0,45,32252,63.99395030234999,3
"Arts, Entertainment, and Recreation",Acxiom,13694104.0,81,96001,192.03634099337185,52
"Arts, Entertainment, and Recreation",Acxiom,13904184.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",Acxiom,13904190.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",Acxiom,14277448.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",Acxiom,14285090.0,0,35,0.042437583532679,0
"Arts, Entertainment, and Recreation",Acxiom,14285175.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",Acxiom,14285226.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",Acxiom,14285367.0,0,52,0.091009994565485,0
"Arts, Entertainment, and Recreation",Acxiom,14292489.0,54,39709,75.6636514516,5
"Arts, Entertainment, and Recreation",Acxiom,14292534.0,0,155,0.254883457636775,0
"Arts, Entertainment, and Recreation",Acxiom,14292557.0,0,11,0.020536487595670002,0
"Arts, Entertainment, and Recreation",Acxiom,14292607.0,0,7,0.011844230485912,0
"Arts, Entertainment, and Recreation",Acxiom,14292650.0,0,31,0.067691080336708,0
"Arts, Entertainment, and Recreation",Acxiom,14292652.0,0,80,0.165782465967068,0
"Arts, Entertainment, and Recreation",Acxiom,14292679.0,0,76,0.132070369426486,0
"Arts, Entertainment, and Recreation",Acxiom,14292687.0,0,37,0.079368981015023,0
"Arts, Entertainment, and Recreation",Acxiom,14292708.0,0,12,0.025451841685353,0
"Arts, Entertainment, and Recreation",Acxiom,14292744.0,0,206,0.330370374202419,0
"Arts, Entertainment, and Recreation",Acxiom,14293001.0,0,36,0.079404279149819,0
"Arts, Entertainment, and Recreation",Acxiom,14293034.0,0,17,0.034181372879112,0
"Arts, Entertainment, and Recreation",Acxiom,14293043.0,0,1,0.001836230675283,0
"Arts, Entertainment, and Recreation",Acxiom,14293126.0,0,5,0.011484064573111,0
"Arts, Entertainment, and Recreation",Acxiom,14293192.0,0,59,0.114506661726478,0
"Arts, Entertainment, and Recreation",Acxiom,14298774.0,0,8,0.010545775943673001,0
"Arts, Entertainment, and Recreation",Acxiom,14299359.0,0,347,0.669274949387465,0
"Arts, Entertainment, and Recreation",Acxiom,14300366.0,2,4309,9.42341388292904,0
"Arts, Entertainment, and Recreation",Acxiom,14300408.0,0,4,0.006929566971647,0
"Arts, Entertainment, and Recreation",Acxiom,14300427.0,75,52710,98.59973538668439,13
"Arts, Entertainment, and Recreation",Acxiom,14300500.0,4,3794,7.040667045657257,0
"Arts, Entertainment, and Recreation",Acxiom,14300728.0,5,3257,7.4029664111727165,0
"Arts, Entertainment, and Recreation",Acxiom,14301368.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",Acxiom,14301679.0,0,5,0.008349945462677,0
"Arts, Entertainment, and Recreation",Acxiom,14302452.0,57,64612,122.1844956380413,23
"Arts, Entertainment, and Recreation",Acxiom,14302533.0,0,4,0.00862209158645,0
"Arts, Entertainment, and Recreation",Acxiom,14302729.0,2,1260,2.351334142573217,0
"Arts, Entertainment, and Recreation",Acxiom,14303681.0,9,8963,17.927118051449426,3
"Arts, Entertainment, and Recreation",Acxiom,14303699.0,5,3763,8.54151589314099,0
"Arts, Entertainment, and Recreation",Acxiom,14303728.0,0,1,0.001514162409639,0
"Arts, Entertainment, and Recreation",Acxiom,14303939.0,0,116,0.219655624195049,0
"Arts, Entertainment, and Recreation",Acxiom,14303954.0,18,9367,18.16430095512844,2
"Arts, Entertainment, and Recreation",Acxiom,14303958.0,33,30602,57.51299146379977,9
"Arts, Entertainment, and Recreation",Acxiom,14303974.0,50,57806,89.10152797322127,13
"Arts, Entertainment, and Recreation",Acxiom,14304020.0,0,11,0.020851578714536,0
"Arts, Entertainment, and Recreation",Acxiom,14304058.0,7,7855,15.826985059111845,2
"Arts, Entertainment, and Recreation",Acxiom,14304131.0,0,29,0.052044344752713,0
"Arts, Entertainment, and Recreation",Acxiom,14304186.0,33,29540,45.038613517449484,5
"Arts, Entertainment, and Recreation",Acxiom,14304205.0,10,6318,12.607486986105094,2
"Arts, Entertainment, and Recreation",Acxiom,14304214.0,0,1,0.002119202007982,0
"Arts, Entertainment, and Recreation",Acxiom,14304274.0,3,2618,6.532782943057388,0
"Arts, Entertainment, and Recreation",Acxiom,14304282.0,28,41217,78.46064783641515,14
"Arts, Entertainment, and Recreation",Acxiom,14304289.0,0,20,0.034780038014023,0
"Arts, Entertainment, and Recreation",Acxiom,14304337.0,5,11576,21.829662284390032,1
"Arts, Entertainment, and Recreation",Acxiom,14304368.0,32,15331,27.97305578077558,4
"Arts, Entertainment, and Recreation",Acxiom,14304382.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",Acxiom,14304403.0,1,454,1.127372797358112,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7031901.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7031928.0,0,30,0.065004810555658,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7031932.0,0,10,0.023495397131600003,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7031981.0,0,7,0.016884429830531,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7031984.0,0,7,0.017761406679569998,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7031993.0,0,36,0.080376275104017,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7031995.0,0,4,0.009226169199941,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7031998.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7032012.0,0,6,0.013161831577188001,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7032028.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,7032044.0,0,1,0.002421565225299,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,8029982.0,0,9,0.020641307019406002,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,8030041.0,0,6,0.010321426958797,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,8030450.0,0,7,0.011399865529226,0
"Arts, Entertainment, and Recreation",AdAdvisor by Neustar,8045964.0,0,49,0.107882228617695,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217498.0,0,5,0.010581360448491,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217509.0,0,65,0.153646317558549,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217512.0,0,0,0.0,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217518.0,1,288,0.701382487477909,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217521.0,0,30,0.067476548519388,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217537.0,0,33,0.08096788131050299,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217568.0,0,97,0.22817185840751802,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217572.0,0,8,0.014507299742089,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217580.0,0,3,0.004109761906350999,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217596.0,0,3,0.008871365982566,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,217605.0,0,211,0.341658086569792,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,271199.0,9,8584,13.62571694726553,1
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,3765116.0,0,3,0.006953384033300999,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,3765131.0,0,79,0.181332598348738,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,3765138.0,0,13,0.031667185936851,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,3765197.0,0,1,0.001832627762352,0
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,3765198.0,0,0,0.0,0
