Vertical,3rd Party Data Brand,3rd Party Data ID,Clicks,Impressions,Hypothetical Advertiser Cost (Adv Currency),All Last Click + View Conversions,CTR,CPA
Agriculture,Data Alliance,14684079.0,0,3001,6.116240324406414,17,0.0,0.359778842612142
Agriculture,Data Alliance,14684080.0,0,3993,8.172551497601198,12,0.0,0.6810459581334332
Agriculture,Data Alliance,14684081.0,1,4422,9.057581658007983,8,0.0002261420171867933,1.1321977072509979
Agriculture,Data Alliance,14684082.0,1,4562,9.238095143138233,14,0.00021920210434020167,0.6598639387955881
Agriculture,Data Alliance,14684083.0,2,3932,7.934100286358464,13,0.000508646998982706,0.6103154066429588
Agriculture,Data Alliance,14684084.0,1,4397,8.882937640870564,6,0.00022742779167614282,1.4804896068117606
Agriculture,Data Alliance,14684085.0,1,3884,7.893630206857345,6,0.00025746652935118434,1.3156050344762242
Agriculture,Data Alliance,14684086.0,0,2702,5.5926402124396954,2,0.0,2.7963201062198477
Agriculture,Data Alliance,14684087.0,0,1911,3.9355533999010928,6,0.0,0.6559255666501821
Agriculture,Dstillery,9981119.0,0,3620,8.370237409041698,4,0.0,2.0925593522604244
Agriculture,Dstillery,13238482.0,2,4774,10.84858177680125,17,0.00041893590280687055,0.638151869223603
Agriculture,Experian,10965869.0,29,29116,66.39062748856698,47,0.00099601593625498,1.4125665423099356
Agriculture,Experian,10965875.0,7,10135,20.628424479791953,17,0.0006906758756783424,1.213436734105409
Agriculture,Moat Viewability Reporting,-91.0,314,340281,744.6581372386854,10507,0.0009227667721677085,0.07087257421135294
Agriculture,Quality Alliance,-102.0,252,239876,515.4009946912656,778,0.001050542780436559,0.6624691448473852
"Arts, Entertainment, and Recreation",123push,11110002.0,60,37213,58.00019844911811,93,0.0016123397737349851,0.6236580478399797
"Arts, Entertainment, and Recreation",123push,12210492.0,111,67364,106.77057996687799,214,0.0016477643845377353,0.4989279437704579
"Arts, Entertainment, and Recreation",123push,12211947.0,2,419,1.123441073913866,15,0.00477326968973747,0.07489607159425773
"Arts, Entertainment, and Recreation",123push,12213907.0,206,286826,364.21964866195754,594,0.0007182054625452365,0.6131643916867971
"Arts, Entertainment, and Recreation",123push,12236078.0,4,1521,1.968313122980348,11,0.0026298487836949377,0.1789375566345771
"Arts, Entertainment, and Recreation",123push,12236537.0,42,23061,44.56260494876754,539,0.0018212566671002993,0.08267644702925332
"Arts, Entertainment, and Recreation",123push,12267173.0,10,6648,8.960017388334087,50,0.0015042117930204573,0.17920034776668176
"Arts, Entertainment, and Recreation",123push,12267177.0,21,12501,16.823842873051937,77,0.00167986561075114,0.2184914658837914
"Arts, Entertainment, and Recreation",123push,12885018.0,0,324,0.654157137232807,1,0.0,0.654157137232807
"Arts, Entertainment, and Recreation",123push,12885047.0,1,808,1.588974995518224,11,0.0012376237623762376,0.14445227231983854
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11424047.0,209,197125,209.12313375955404,97,0.0010602409638554217,2.15590859545932
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427430.0,0,186,0.364612685986219,2,0.0,0.1823063429931095
"Arts, Entertainment, and Recreation",180byTwo from Anteriad,11427618.0,13,9130,16.782805200818967,16,0.0014238773274917853,1.0489253250511854
"Arts, Entertainment, and Recreation",4INFO,7960713.0,4,3442,6.482034856517689,6,0.0011621150493898896,1.0803391427529483
"Arts, Entertainment, and Recreation",4INFO,7960744.0,6,9740,14.684902615640532,13,0.0006160164271047228,1.12960789351081
"Arts, Entertainment, and Recreation",ALC,7633720.0,4,5225,6.839817339748206,5,0.0007655502392344498,1.367963467949641
"Arts, Entertainment, and Recreation",ASL Marketing,8189798.0,22,11204,16.398964399616617,19,0.0019635844341306676,0.8631033894535062
"Arts, Entertainment, and Recreation",Acxiom,9567370.0,401,552087,805.0890152949976,1083,0.0007263347986820917,0.7433878257571538
"Arts, Entertainment, and Recreation",Acxiom,9567399.0,0,661,1.931006382253692,1,0.0,1.931006382253692
"Arts, Entertainment, and Recreation",Acxiom,9567473.0,7,5280,11.871531897002633,36,0.0013257575757575758,0.32976477491673983
"Arts, Entertainment, and Recreation",Acxiom,9567813.0,14,15011,30.02231177740014,263,0.0009326493904470055,0.11415327672015263
"Arts, Entertainment, and Recreation",Acxiom,11157990.0,6,6141,12.758881489838176,25,0.0009770395701025891,0.510355259593527
"Arts, Entertainment, and Recreation",Acxiom,11157993.0,3,2129,4.246887644445696,11,0.0014091122592766556,0.3860806949496087
"Arts, Entertainment, and Recreation",Acxiom,11157994.0,2,2984,6.483989808464929,10,0.0006702412868632708,0.648398980846493
"Arts, Entertainment, and Recreation",Acxiom,11158190.0,32,32434,65.31738311136662,43,0.0009866189800826293,1.5190089095666657
"Arts, Entertainment, and Recreation",Acxiom,11158192.0,1,1248,3.377517434763826,10,0.0008012820512820513,0.3377517434763826
"Arts, Entertainment, and Recreation",Acxiom,11158195.0,2,3413,8.950034134974311,2,0.0005859947260474656,4.475017067487156
"Arts, Entertainment, and Recreation",Acxiom,11158196.0,0,136,0.407456165411818,1,0.0,0.407456165411818
"Arts, Entertainment, and Recreation",Acxiom,11158197.0,115,213672,275.2551685296451,430,0.0005382080946497435,0.6401282989061514
"Arts, Entertainment, and Recreation",Acxiom,11158199.0,12,8767,18.618835556793172,16,0.0013687692483175544,1.1636772222995733
"Arts, Entertainment, and Recreation",Acxiom,11158200.0,238,350874,422.8386062706313,765,0.0006783061725861706,0.552730204275335
"Arts, Entertainment, and Recreation",Acxiom,11158201.0,115,180453,234.6119869918084,387,0.0006372850548342228,0.6062325245266367
"Arts, Entertainment, and Recreation",Acxiom,12587678.0,7,2393,3.673324032681232,7,0.0029251984956122023,0.5247605760973189
"Arts, Entertainment, and Recreation",Acxiom,13567628.0,331,305299,332.77184562750966,160,0.001084183046783645,2.0798240351719355
"Arts, Entertainment, and Recreation",Acxiom,13694084.0,33,25937,56.24344486187478,36,0.001272313683155338,1.562317912829855
"Arts, Entertainment, and Recreation",Acxiom,13694104.0,4,7734,16.01029488931208,19,0.000517196793379881,0.8426470994374778
"Arts, Entertainment, and Recreation",Acxiom,14292489.0,40,29350,62.31771342535524,32,0.001362862010221465,1.9474285445423511
"Arts, Entertainment, and Recreation",Acxiom,14300366.0,1,3800,8.817830204806379,4,0.0002631578947368421,2.2044575512015947
"Arts, Entertainment, and Recreation",Acxiom,14300427.0,56,38372,80.2881896311653,74,0.0014593974773272178,1.0849755355562878
"Arts, Entertainment, and Recreation",Acxiom,14300728.0,5,3257,7.4029664111727165,3,0.0015351550506601166,2.4676554703909055
"Arts, Entertainment, and Recreation",Acxiom,14302452.0,7,6607,12.648494319184234,26,0.0010594823671863176,0.4864805507378552
"Arts, Entertainment, and Recreation",Acxiom,14303681.0,6,6760,15.07683818310098,17,0.0008875739644970414,0.8868728343000577
"Arts, Entertainment, and Recreation",Acxiom,14303699.0,5,3763,8.54151589314099,2,0.0013287270794578793,4.270757946570495
"Arts, Entertainment, and Recreation",Acxiom,14303954.0,15,7306,15.525617358325443,10,0.002053107035313441,1.5525617358325443
"Arts, Entertainment, and Recreation",Acxiom,14303958.0,4,1823,3.381495248376668,1,0.0021941854086670325,3.381495248376668
"Arts, Entertainment, and Recreation",Acxiom,14303974.0,20,25068,38.268318403055254,94,0.0007978299026647519,0.4071097702452687
"Arts, Entertainment, and Recreation",Acxiom,14304058.0,6,6503,14.154151842692126,8,0.0009226510841150238,1.7692689803365158
"Arts, Entertainment, and Recreation",Acxiom,14304186.0,15,17589,27.26755920532751,20,0.0008528057308545113,1.3633779602663756
"Arts, Entertainment, and Recreation",Acxiom,14304205.0,8,5506,11.665992788620215,16,0.001452960406828914,0.7291245492887635
"Arts, Entertainment, and Recreation",Acxiom,14304274.0,3,2618,6.532782943057388,5,0.001145912910618793,1.3065565886114776
"Arts, Entertainment, and Recreation",Acxiom,14304282.0,1,2376,4.791010053630889,12,0.00042087542087542086,0.3992508378025741
"Arts, Entertainment, and Recreation",Acxiom,14304337.0,0,1157,2.285960002580956,1,0.0,2.285960002580956
"Arts, Entertainment, and Recreation",Acxiom,14304368.0,23,11100,22.828969528341386,20,0.002072072072072072,1.1414484764170694
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,271199.0,6,5021,6.566305035845801,14,0.0011949810794662419,0.46902178827470004
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13856276.0,6,5997,11.903064487894799,17,0.0010005002501250625,0.7001802639938117
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13856576.0,6,3339,6.874898268308443,6,0.0017969451931716084,1.1458163780514072
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857395.0,6,7285,15.664836592905981,46,0.0008236101578586136,0.34053992593273874
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857396.0,11,7949,14.055869689323433,14,0.0013838218643854572,1.003990692094531
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857397.0,8,8703,17.095871310390855,48,0.0009192232563483856,0.35616398563314283
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857540.0,18,14049,29.934495991865163,1,0.0012812299807815502,29.934495991865163
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857541.0,84,103429,127.27519095416427,271,0.0008121513308646511,0.4696501511223774
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857542.0,7,5915,11.627389930855239,5,0.001183431952662722,2.3254779861710477
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857543.0,5,3626,7.655262998843977,5,0.0013789299503585218,1.5310525997687954
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857544.0,11,8321,16.355410884164417,4,0.001321956495613508,4.088852721041104
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857545.0,1,1997,4.792566669138881,1,0.000500751126690035,4.792566669138881
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857546.0,130,153078,188.64640142341585,283,0.0008492402566012098,0.6665950580332716
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857547.0,39,43296,77.3707402608628,109,0.0009007760532150776,0.7098233051455303
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857548.0,47,55837,87.44734906083724,148,0.0008417357666063722,0.5908604666272786
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857549.0,44,45219,68.0455609800634,100,0.0009730423052256795,0.680455609800634
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857687.0,3,2524,4.077176904454415,1,0.0011885895404120444,4.077176904454415
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857743.0,0,726,1.3230703196884561,1,0.0,1.3230703196884561
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857750.0,19,17464,33.5626505839993,66,0.0010879523591387997,0.5085250088484743
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857758.0,9,6914,13.93435322015981,2,0.0013017066820943013,6.967176610079905
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857761.0,219,257936,404.2421163480494,763,0.000849047825817257,0.5298061813211656
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857771.0,3,2487,6.85455251367094,1,0.0012062726176115801,6.85455251367094
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857804.0,20,18442,35.461337533980334,68,0.001084481075805227,0.521490257852652
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13857818.0,168,156698,258.56434909033516,516,0.0010721260003318485,0.5010936997874712
"Arts, Entertainment, and Recreation",AdAdvisor by TransUnion,13865403.0,79,48746,100.39173688595157,56,0.0016206457965781808,1.7927095872491352
"Arts, Entertainment, and Recreation",Adsquare,8153199.0,6,2745,6.395669104019805,4,0.002185792349726776,1.5989172760049513
"Arts, Entertainment, and Recreation",Adsquare,13412605.0,1,1105,2.380720759090161,1,0.0009049773755656109,2.380720759090161
"Arts, Entertainment, and Recreation",Adsquare,13412784.0,3,3334,8.031882384533287,1,0.0008998200359928015,8.031882384533287
"Arts, Entertainment, and Recreation",Adstra,12226713.0,9,8731,15.261419013572741,9,0.0010308097583323788,1.6957132237303045
"Arts, Entertainment, and Recreation",Adstra,12226812.0,0,82,0.239730720186115,10,0.0,0.0239730720186115
"Arts, Entertainment, and Recreation",Adstra,12226822.0,2,1955,3.7800088582040603,9,0.0010230179028132991,0.42000098424489557
"Arts, Entertainment, and Recreation",Adstra,12226948.0,9,7149,15.619889083684358,9,0.001258917331095258,1.7355432315204842
"Arts, Entertainment, and Recreation",Adstra,12227049.0,4,3939,8.218347435793579,9,0.0010154861640010156,0.9131497150881754
"Arts, Entertainment, and Recreation",Adstra,12227131.0,91,144422,182.61742043818035,261,0.0006300979075210148,0.699683603211419
"Arts, Entertainment, and Recreation",Adstra,12227234.0,13,10992,23.330697786547343,35,0.0011826783114992723,0.6665913653299241
"Arts, Entertainment, and Recreation",Adstra,12227252.0,18,5467,12.512401789683137,6,0.0032924821657216025,2.085400298280523
"Arts, Entertainment, and Recreation",Adstra,12227394.0,125,178499,230.04696656183472,368,0.000700284035204679,0.6251276265267248
"Arts, Entertainment, and Recreation",Affinity Answers,11206951.0,11,5135,7.767205311780418,17,0.002142161635832522,0.45689443010473046
"Arts, Entertainment, and Recreation",AlikeAudience,8027011.0,10,7059,11.251775921129802,2,0.0014166312508853945,5.625887960564901
"Arts, Entertainment, and Recreation",AlikeAudience,8027013.0,571,425576,828.7634710699846,15,0.0013417109987405305,55.25089807133231
"Arts, Entertainment, and Recreation",AlikeAudience,8027013.0,10,6948,11.047525694935846,2,0.0014392630972941854,5.523762847467923
"Arts, Entertainment, and Recreation",AlikeAudience,8027018.0,590,435265,864.2338060904009,14,0.001355496077102455,61.73098614931435
"Arts, Entertainment, and Recreation",AlikeAudience,8027018.0,10,7176,11.743506746107684,2,0.0013935340022296545,5.871753373053842
"Arts, Entertainment, and Recreation",AlikeAudience,8149507.0,17,10936,20.688679347184824,15,0.001554498902706657,1.3792452898123215
"Arts, Entertainment, and Recreation",AlikeAudience,11858545.0,11,13767,6.987683909193947,16,0.0007990121304568896,0.4367302443246217
"Arts, Entertainment, and Recreation",AlikeAudience,12771567.0,117,65311,104.49956255770154,151,0.0017914287026687694,0.6920500831635863
"Arts, Entertainment, and Recreation",AlikeAudience,12820162.0,55,26634,43.289438946300166,63,0.0020650296613351354,0.687133951528574
"Arts, Entertainment, and Recreation",AlikeAudience,14358927.0,5,1250,2.458946419432031,8,0.004,0.30736830242900387
"Arts, Entertainment, and Recreation",Alliant,3802226.0,7,7504,15.523554652901506,9,0.0009328358208955224,1.724839405877945
"Arts, Entertainment, and Recreation",Alliant,7223648.0,11,4764,6.594264257644194,11,0.0023089840470193117,0.5994785688767449
"Arts, Entertainment, and Recreation",Alliant,8259527.0,1,3568,7.87529151675231,12,0.0002802690582959641,0.6562742930626925
"Arts, Entertainment, and Recreation",Alliant,8259551.0,15,23201,33.940015297384754,34,0.0006465238567303133,0.998235744040728
"Arts, Entertainment, and Recreation",Alliant,8259594.0,9,17722,25.29236504743289,17,0.0005078433585374111,1.4877861792607583
"Arts, Entertainment, and Recreation",Alliant,8259823.0,12,22055,32.94924432250498,24,0.0005440943096803446,1.3728851801043742
"Arts, Entertainment, and Recreation",Alliant,9022653.0,430,301032,551.8017233663761,12,0.0014284195700124903,45.98347694719801
"Arts, Entertainment, and Recreation",Alliant,9022654.0,390,278621,512.3134508588581,11,0.0013997509161190291,46.57395007807801
"Arts, Entertainment, and Recreation",Alliant,9022655.0,10,4585,6.6941722193361475,13,0.0021810250817884407,0.514936324564319
"Arts, Entertainment, and Recreation",Alliant,9022655.0,333,248918,456.9847663409572,7,0.001337789954924915,65.28353804870817
"Arts, Entertainment, and Recreation",Alliant,9022656.0,5,3963,6.218811484139319,1,0.0012616704516780217,6.218811484139319
"Arts, Entertainment, and Recreation",Alliant,9022657.0,406,294997,542.137772433652,11,0.0013762851825611785,49.28525203942291
"Arts, Entertainment, and Recreation",Alliant,9022658.0,7,3160,4.656534875613051,7,0.0022151898734177216,0.6652192679447216
"Arts, Entertainment, and Recreation",Alliant,9022658.0,232,175591,323.87789640023027,5,0.0013212522281893719,64.77557928004606
"Arts, Entertainment, and Recreation",Alliant,9022659.0,397,284739,523.8776755803275,9,0.0013942593041346638,58.20863062003639
"Arts, Entertainment, and Recreation",Alliant,9022659.0,1,2239,3.440597626898084,2,0.00044662795891022776,1.720298813449042
"Arts, Entertainment, and Recreation",Alliant,9022660.0,377,300779,553.6275176884834,10,0.001253411973575283,55.36275176884834
"Arts, Entertainment, and Recreation",Alliant,12599847.0,1,1073,1.642754994107622,2,0.0009319664492078285,0.821377497053811
"Arts, Entertainment, and Recreation",Alliant,12599847.0,89,58275,107.89612654176024,2,0.0015272415272415273,53.94806327088012
"Arts, Entertainment, and Recreation",Alliant,12599848.0,8,2382,3.4782311492584,9,0.0033585222502099076,0.38647012769537775
"Arts, Entertainment, and Recreation",Alliant,12599848.0,145,115128,211.50389633817622,3,0.001259467722882357,70.50129877939207
"Arts, Entertainment, and Recreation",Alliant,12599849.0,170,141595,260.1674229403214,4,0.0012006073660793108,65.04185573508035
"Arts, Entertainment, and Recreation",Alliant,12599850.0,236,157765,289.5260568839642,8,0.0014958957943777137,36.190757110495525
"Arts, Entertainment, and Recreation",Alliant,12599851.0,213,154448,283.42696767446523,7,0.0013791049414689734,40.48956681063789
"Arts, Entertainment, and Recreation",Alliant,12599851.0,1,1227,1.895188627247872,1,0.0008149959250203749,1.895188627247872
"Arts, Entertainment, and Recreation",Alliant,12599852.0,198,163549,300.47155806797156,6,0.001210646350634978,50.07859301132859
"Arts, Entertainment, and Recreation",Alliant,12599853.0,242,178361,326.61637361389114,8,0.0013567988517669222,40.82704670173639
"Arts, Entertainment, and Recreation",Alliant,12599854.0,4,2466,3.8641635441466917,1,0.0016220600162206002,3.8641635441466917
"Arts, Entertainment, and Recreation",Alliant,12599855.0,1,948,1.4592348902294279,2,0.0010548523206751054,0.7296174451147139
"Arts, Entertainment, and Recreation",Alliant,12599855.0,86,55039,102.00415332546288,2,0.0015625283889605553,51.00207666273144
"Arts, Entertainment, and Recreation",Alliant,12599856.0,1,1557,2.2756568077526538,1,0.0006422607578676942,2.2756568077526538
"Arts, Entertainment, and Recreation",Alliant,12599856.0,126,91431,167.30154281108457,3,0.0013780883945270204,55.76718093702819
"Arts, Entertainment, and Recreation",Alliant,12599857.0,179,111112,203.68559811103117,4,0.0016109871121031032,50.92139952775779
"Arts, Entertainment, and Recreation",Alliant,12599858.0,162,125576,231.11665101227788,3,0.0012900554246034273,77.03888367075929
"Arts, Entertainment, and Recreation",Alliant,12599859.0,173,122794,225.90288324864886,5,0.001408863625258563,45.18057664972977
"Arts, Entertainment, and Recreation",Alliant,12599859.0,0,857,1.328762435978503,1,0.0,1.328762435978503
"Arts, Entertainment, and Recreation",Alliant,12599860.0,185,136799,251.77103774982885,6,0.0013523490668791438,41.961839624971475
"Arts, Entertainment, and Recreation",Alliant,12599861.0,206,148817,273.64603185024475,6,0.0013842504552571278,45.607671975040795
"Arts, Entertainment, and Recreation",AmeriLINK,8784544.0,9,9107,17.61174617994222,8,0.000988250796090919,2.2014682724927774
"Arts, Entertainment, and Recreation",AmeriLINK,9960927.0,0,1037,0.8958066063048991,2,0.0,0.44790330315244953
"Arts, Entertainment, and Recreation",AmeriLINK,10445308.0,0,276,0.235135937824213,1,0.0,0.235135937824213
"Arts, Entertainment, and Recreation",AmeriLINK,11753296.0,643,586030,857.8683101597297,87,0.0010972134532361824,9.860555289192297
"Arts, Entertainment, and Recreation",Ameribase Digital,14073337.0,19,14799,28.029482795881943,10,0.0012838705317926888,2.802948279588194
"Arts, Entertainment, and Recreation",Ameribase Digital,14094959.0,16,9903,19.876889494972357,46,0.0016156720185802281,0.4321062933689643
"Arts, Entertainment, and Recreation",Ameribase Digital,14094972.0,32,22545,56.35690560638795,16,0.001419383455311599,3.5223066003992467
"Arts, Entertainment, and Recreation",AmeribaseDigital,9795294.0,1,4452,9.011441631703764,19,0.00022461814914645105,0.4742864016686192
"Arts, Entertainment, and Recreation",AmeribaseDigital,9795398.0,0,258,0.581695657519801,12,0.0,0.04847463812665009
"Arts, Entertainment, and Recreation",AmeribaseDigital,10345438.0,0,2993,9.848825005753955,9,0.0,1.0943138895282172
"Arts, Entertainment, and Recreation",AmeribaseDigital,10345826.0,2,2825,9.859563145008506,21,0.0007079646017699115,0.46950300690516694
"Arts, Entertainment, and Recreation",AmeribaseDigital,10835125.0,2,3929,12.696715128141976,13,0.0005090353779587681,0.9766703944724597
"Arts, Entertainment, and Recreation",AmeribaseDigital,10835245.0,1,3033,10.439245800089356,15,0.0003297065611605671,0.6959497200059571
"Arts, Entertainment, and Recreation",AmeribaseDigital,11802099.0,1,2042,7.388499488179141,11,0.0004897159647404506,0.6716817716526492
"Arts, Entertainment, and Recreation",AmeribaseDigital,11802124.0,3,2341,8.231904958039108,13,0.0012815036309269544,0.6332234583107006
"Arts, Entertainment, and Recreation",AmeribaseDigital,11802161.0,1,1888,7.047032724919034,16,0.0005296610169491525,0.4404395453074396
"Arts, Entertainment, and Recreation",AmeribaseDigital,11803367.0,2,757,2.381769344914762,1,0.002642007926023778,2.381769344914762
"Arts, Entertainment, and Recreation",AmeribaseDigital,11803409.0,20,13091,33.79791706762161,34,0.0015277671682835535,0.9940563843418121
"Arts, Entertainment, and Recreation",AnalyticsIQ,9301004.0,128,230787,207.45889968573462,291,0.0005546239606216988,0.7129171810506344
"Arts, Entertainment, and Recreation",AnalyticsIQ,9301020.0,237,94691,152.465463173206,8,0.0025028777814153406,19.05818289665075
"Arts, Entertainment, and Recreation",Audience Accelerator,12608335.0,2,4973,6.6056297214882544,6,0.0004021717273275689,1.100938286914709
"Arts, Entertainment, and Recreation",Audience Accelerator,12608557.0,2,4921,6.652590959984561,6,0.000406421459053038,1.1087651599974269
"Arts, Entertainment, and Recreation",Audience Accelerator,12608591.0,0,255,0.339039391063343,1,0.0,0.339039391063343
"Arts, Entertainment, and Recreation",Audience Accelerator,12608722.0,0,245,0.317551016150172,2,0.0,0.158775508075086
"Arts, Entertainment, and Recreation",Audience Accelerator,12608772.0,2,4530,6.135590608126846,6,0.0004415011037527594,1.0225984346878076
